size,pulp,OR-Tools
10,0.15700912475585938,0.002362966537475586
20,0.3452935218811035,0.011350631713867188
30,1.0530142784118652,0.02198052406311035
40,4.620120525360107,0.053913116455078125
50,12.144517421722412,0.10304450988769531
70,2.838992118835449,0.28005290031433105
100,69.7533233165741,0.31662750244140625
150,339.06629395484924,0.9609634876251221
200,171.72476267814636,2.188504457473755
250,249.30227208137512,2.7395284175872803
300,637.3562550544739,8.911316394805908
